Constituent Specific Attributes Initiation Date Description
"4/26/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"5/7/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"11/5/2016"
"3/26/2017"
"3/26/2017"
"3/26/2017"
"3/26/2017"
"3/26/2017"
"3/26/2017"
"3/26/2017"
"11/18/2017"
"11/18/2017"
"11/18/2017"
"4/22/2018"
"4/22/2018"
"4/22/2018"
"4/22/2018"
"4/22/2018"
"11/17/2018"
"11/17/2018"
"11/17/2018"
"11/17/2018"
"4/28/2019"
"4/28/2019"
"4/28/2019"
"4/28/2019"
